Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,IncomePerYearExperience,IncomePerHour,RoleToCompanyRatio,PromotionFrequency,Attrition
36,Travel_Frequently,1302,Research & Development,6,4,Life Sciences,1594,1,Male,80,4,2,Laboratory Technician,1,Married,5562,19711,3,Yes,13,3,4,1,9,3,3,3,2,0,2,556.2,16.05658198614319,0.5,0.0,0
44,Travel_Rarely,136,Research & Development,28,3,Life Sciences,1523,4,Male,32,3,4,Research Director,1,Married,16328,22074,3,No,13,3,3,1,24,1,4,20,6,14,17,653.12,47.13625866050808,0.2857142857142857,0.6666666666666666,0
37,Travel_Rarely,367,Research & Development,25,2,Medical,1161,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731,17171,7,No,13,3,3,2,9,2,3,6,2,1,3,573.1,16.54445727482679,0.2857142857142857,0.14285714285714285,0
55,Non-Travel,177,Research & Development,8,1,Medical,1278,4,Male,37,2,4,Healthcare Representative,2,Divorced,13577,25592,1,Yes,15,3,4,1,34,3,3,33,9,15,0,387.9142857142857,39.1945727482679,0.2647058823529412,0.4411764705882353,0
45,Travel_Rarely,193,Research & Development,6,4,Other,101,4,Male,52,3,3,Research Director,1,Married,13245,15067,4,Yes,14,3,2,0,17,3,4,0,0,0,0,735.8333333333334,38.23614318706698,0.0,0.0,0
27,Travel_Frequently,994,Sales,8,3,Life Sciences,56,4,Male,37,3,3,Sales Executive,3,Single,8726,2975,1,No,15,3,4,0,9,0,3,9,8,1,7,872.6,25.1905311778291,0.8,0.1,0
35,Non-Travel,727,Research & Development,3,3,Life Sciences,704,3,Male,41,2,1,Laboratory Technician,3,Married,1281,16900,1,No,18,3,3,2,1,3,3,1,0,0,0,640.5,3.698036951501155,0.0,0.0,0
42,Travel_Frequently,748,Research & Development,9,2,Medical,1480,1,Female,74,3,1,Laboratory Technician,4,Single,3673,16458,1,No,13,3,3,0,12,3,3,12,9,5,8,282.53846153846155,10.603348729792149,0.6923076923076923,0.38461538461538464,0
30,Travel_Rarely,1465,Research & Development,1,3,Medical,1241,4,Male,63,3,1,Research Scientist,2,Married,3579,9369,0,Yes,21,4,1,1,12,2,3,11,9,5,7,275.3076923076923,10.331986143187068,0.75,0.4166666666666667,0
34,Travel_Rarely,735,Sales,3,1,Medical,1915,4,Female,75,2,2,Sales Executive,4,Married,8103,16495,3,Yes,12,3,3,0,9,3,2,4,2,0,1,810.3,23.392032332563513,0.4,0.0,0
58,Travel_Frequently,781,Research & Development,2,1,Life Sciences,918,4,Male,57,2,1,Laboratory Technician,4,Divorced,2380,13384,9,Yes,14,3,4,1,3,3,2,1,0,0,0,595.0,6.87066974595843,0.0,0.0,1
46,Non-Travel,849,Sales,26,2,Life Sciences,1801,2,Male,98,2,2,Sales Executive,2,Single,7991,25166,8,No,15,3,3,0,6,3,3,2,2,2,2,1141.5714285714287,23.068706697459586,0.6666666666666666,0.6666666666666666,0
32,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,1692,4,Male,95,3,1,Laboratory Technician,2,Single,1393,24852,1,No,12,3,1,0,1,2,3,1,0,0,0,696.5,4.021362586605081,0.0,0.0,1
56,Travel_Rarely,1162,Research & Development,24,2,Life Sciences,1907,1,Male,97,3,1,Laboratory Technician,4,Single,2587,10261,1,No,16,3,4,0,5,3,3,4,2,1,0,431.1666666666667,7.468244803695151,0.4,0.2,1
36,Travel_Rarely,325,Research & Development,10,4,Technical Degree,1312,4,Female,63,3,3,Healthcare Representative,3,Married,7094,5747,3,No,12,3,1,0,10,0,3,7,7,1,7,644.9090909090909,20.479214780600465,0.875,0.125,0
52,Travel_Rarely,621,Sales,3,4,Marketing,776,3,Male,31,2,4,Manager,1,Married,16856,10084,1,No,11,3,1,0,34,3,4,34,6,1,16,481.6,48.66050808314088,0.17142857142857143,0.02857142857142857,0
20,Travel_Rarely,959,Research & Development,1,3,Life Sciences,657,4,Female,83,2,1,Research Scientist,2,Single,2836,11757,1,No,13,3,4,0,1,0,4,1,0,0,0,1418.0,8.187066974595844,0.0,0.0,0
24,Travel_Frequently,897,Human Resources,10,3,Medical,1746,1,Male,59,3,1,Human Resources,4,Married,2145,2097,0,No,14,3,4,1,3,2,3,2,2,2,1,536.25,6.1922632794457275,0.6666666666666666,0.6666666666666666,0
42,Non-Travel,495,Research & Development,2,1,Life Sciences,1334,3,Male,37,3,4,Manager,3,Married,17861,26582,0,Yes,13,3,4,0,21,3,2,20,8,2,10,811.8636363636364,51.561778290993075,0.38095238095238093,0.09523809523809523,0
26,Travel_Rarely,841,Research & Development,6,3,Other,164,3,Female,46,2,1,Research Scientist,2,Married,2368,23300,1,No,19,3,3,0,5,3,2,5,4,4,3,394.6666666666667,6.8360277136258665,0.6666666666666666,0.6666666666666666,0
40,Travel_Frequently,580,Sales,5,4,Life Sciences,729,4,Male,48,2,3,Sales Executive,1,Married,10475,23772,5,Yes,21,4,3,1,20,2,3,18,13,1,12,498.8095238095238,30.239607390300232,0.6842105263157895,0.05263157894736842,0
37,Travel_Rarely,921,Research & Development,10,3,Medical,486,3,Female,98,3,1,Laboratory Technician,1,Married,3452,17663,6,No,20,4,2,1,17,3,3,5,4,0,3,191.77777777777777,9.965357967667437,0.6666666666666666,0.0,0
35,Travel_Rarely,1315,Research & Development,22,3,Life Sciences,381,2,Female,71,4,3,Manager,2,Divorced,11996,19100,7,No,18,3,2,1,10,6,2,7,7,6,2,1090.5454545454545,34.63048498845266,0.875,0.75,0
34,Travel_Rarely,1320,Research & Development,20,3,Technical Degree,1265,3,Female,89,4,1,Research Scientist,3,Married,2585,21643,0,No,17,3,4,0,2,5,2,1,0,0,0,861.6666666666666,7.462471131639723,0.0,0.0,0
32,Travel_Frequently,689,Sales,9,2,Medical,195,4,Male,35,1,2,Sales Executive,4,Divorced,4668,22812,0,No,17,3,4,3,9,2,4,8,7,0,7,466.8,13.475750577367206,0.7777777777777778,0.0,0
44,Non-Travel,111,Research & Development,17,3,Life Sciences,1206,4,Male,74,1,1,Research Scientist,3,Single,2290,4279,2,No,13,3,4,0,6,3,3,0,0,0,0,327.14285714285717,6.6108545034642034,0.0,0.0,0
34,Travel_Rarely,1397,Research & Development,1,5,Life Sciences,683,2,Male,42,3,1,Research Scientist,4,Married,2691,7660,1,No,12,3,4,1,10,4,2,10,9,8,8,244.63636363636363,7.768475750577368,0.8181818181818182,0.7272727272727273,0
29,Travel_Rarely,153,Research & Development,15,2,Life Sciences,15,4,Female,49,2,2,Laboratory Technician,3,Single,4193,12682,0,Yes,12,3,4,0,10,3,3,9,5,0,8,381.1818181818182,12.104503464203233,0.5,0.0,0
58,Travel_Rarely,286,Research & Development,2,4,Life Sciences,825,4,Male,31,3,5,Research Director,2,Single,19246,25761,7,Yes,12,3,4,0,40,2,3,31,15,13,8,469.4146341463415,55.56004618937645,0.46875,0.40625,1
46,Travel_Rarely,1402,Sales,2,3,Marketing,1204,3,Female,69,3,4,Manager,1,Married,17048,24097,8,No,23,4,1,0,28,2,3,26,15,15,9,587.8620689655172,49.2147806004619,0.5555555555555556,0.5555555555555556,0
47,Travel_Frequently,217,Sales,3,3,Medical,746,4,Female,49,3,4,Sales Executive,3,Divorced,13770,10225,9,Yes,12,3,4,2,28,2,2,22,2,11,13,474.82758620689657,39.75173210161663,0.08695652173913043,0.4782608695652174,0
34,Travel_Frequently,658,Research & Development,7,3,Life Sciences,147,1,Male,66,1,2,Laboratory Technician,3,Single,6074,22887,1,Yes,24,4,4,0,9,3,3,9,7,0,6,607.4,17.534642032332563,0.7,0.0,1
30,Travel_Frequently,334,Sales,26,4,Marketing,299,3,Female,52,2,2,Sales Executive,1,Single,6696,22967,5,No,15,3,3,0,9,5,2,6,3,0,1,669.6,19.33025404157044,0.42857142857142855,0.0,1
33,Travel_Rarely,118,Sales,16,3,Marketing,819,1,Female,69,3,2,Sales Executive,1,Single,5324,26507,5,No,15,3,3,0,6,3,3,3,2,0,2,760.5714285714286,15.369515011547346,0.5,0.0,1
40,Travel_Frequently,692,Research & Development,11,3,Technical Degree,1985,4,Female,73,3,2,Laboratory Technician,3,Married,6323,26849,1,No,11,3,1,1,10,2,4,10,9,9,4,574.8181818181819,18.253464203233257,0.8181818181818182,0.8181818181818182,0
42,Travel_Frequently,1368,Research & Development,28,4,Technical Degree,551,4,Female,88,2,2,Healthcare Representative,4,Married,4523,4386,0,No,11,3,4,3,7,4,4,6,5,0,4,565.375,13.05715935334873,0.7142857142857143,0.0,0
36,Travel_Rarely,1425,Research & Development,14,1,Life Sciences,924,3,Male,68,3,2,Healthcare Representative,4,Married,6586,4821,0,Yes,17,3,1,1,17,2,2,16,8,4,11,365.8888888888889,19.01270207852194,0.47058823529411764,0.23529411764705882,0
22,Travel_Rarely,617,Research & Development,3,1,Life Sciences,926,2,Female,34,3,2,Manufacturing Director,3,Married,4171,10022,0,Yes,19,3,1,1,4,3,4,3,2,0,2,834.2,12.040993071593535,0.5,0.0,1
31,Travel_Rarely,311,Research & Development,20,3,Life Sciences,1881,2,Male,89,3,2,Laboratory Technician,3,Divorced,4197,18624,1,No,11,3,1,1,10,2,3,10,8,0,2,381.54545454545456,12.116050808314089,0.7272727272727273,0.0,0
35,Travel_Rarely,384,Sales,8,4,Life Sciences,805,1,Female,72,3,1,Sales Representative,4,Married,2572,20317,1,No,16,3,2,1,3,1,2,3,2,0,2,643.0,7.424942263279446,0.5,0.0,0
50,Travel_Frequently,1246,Human Resources,3,3,Medical,644,1,Male,99,3,5,Manager,2,Married,18200,7999,1,No,11,3,3,1,32,2,3,32,5,10,7,551.5151515151515,52.540415704387996,0.15151515151515152,0.30303030303030304,0
20,Travel_Frequently,871,Research & Development,6,3,Life Sciences,137,4,Female,66,2,1,Laboratory Technician,4,Single,2926,19783,1,Yes,18,3,2,0,1,5,3,1,0,1,0,1463.0,8.446882217090069,0.0,0.5,1
38,Travel_Frequently,148,Research & Development,2,3,Medical,1675,4,Female,42,2,1,Laboratory Technician,2,Single,2440,23826,1,No,22,4,2,0,4,3,3,4,3,3,3,488.0,7.043879907621248,0.6,0.6,0
21,Travel_Rarely,546,Research & Development,5,1,Medical,1623,3,Male,97,3,1,Research Scientist,4,Single,3117,26009,1,No,18,3,3,0,3,2,3,2,2,2,2,779.25,8.998267898383373,0.6666666666666666,0.6666666666666666,0
36,Travel_Rarely,1383,Research & Development,10,3,Life Sciences,1790,4,Male,90,3,3,Healthcare Representative,1,Married,8321,25949,7,Yes,13,3,4,1,15,1,3,12,8,5,7,520.0625,24.021362586605083,0.6153846153846154,0.38461538461538464,0
24,Travel_Rarely,1371,Sales,10,4,Marketing,507,4,Female,77,3,2,Sales Executive,3,Divorced,4260,5915,1,Yes,12,3,4,1,5,2,4,5,2,0,3,710.0,12.297921478060047,0.3333333333333333,0.0,0
59,Travel_Rarely,1089,Sales,1,2,Technical Degree,1048,2,Male,66,3,3,Manager,4,Married,11904,11038,3,Yes,14,3,3,1,14,1,1,6,4,0,4,793.6,34.364896073903004,0.5714285714285714,0.0,0
30,Travel_Rarely,1334,Sales,4,2,Medical,121,3,Female,63,2,2,Sales Executive,2,Divorced,5209,19760,1,Yes,12,3,2,3,11,4,2,11,8,2,7,434.0833333333333,15.037528868360278,0.6666666666666666,0.16666666666666666,0
53,Travel_Rarely,1168,Sales,24,4,Life Sciences,1968,1,Male,66,3,3,Sales Executive,1,Single,10448,5843,6,Yes,13,3,2,0,15,2,2,2,2,2,2,653.0,30.161662817551964,0.6666666666666666,0.6666666666666666,1
44,Travel_Rarely,621,Research & Development,15,3,Medical,1295,1,Female,73,3,3,Healthcare Representative,4,Married,7978,14075,1,No,11,3,4,1,10,2,3,10,7,0,5,725.2727272727273,23.03117782909931,0.6363636363636364,0.0,1
45,Travel_Rarely,1385,Research & Development,20,2,Medical,372,3,Male,79,3,4,Healthcare Representative,4,Married,13496,7501,0,Yes,14,3,2,0,21,2,3,20,7,4,10,613.4545454545455,38.9607390300231,0.3333333333333333,0.19047619047619047,0
40,Travel_Rarely,1300,Research & Development,24,2,Technical Degree,335,1,Male,62,3,2,Research Scientist,4,Divorced,3319,24447,1,No,17,3,1,2,9,3,3,9,8,4,7,331.9,9.581408775981524,0.8,0.4,0
31,Travel_Rarely,741,Research & Development,2,4,Life Sciences,1721,2,Male,69,3,1,Laboratory Technician,3,Married,3477,18103,1,No,14,3,4,1,6,2,4,5,2,0,3,496.7142857142857,10.037528868360278,0.3333333333333333,0.0,0
25,Travel_Rarely,1280,Research & Development,7,1,Medical,143,4,Male,64,2,1,Research Scientist,4,Married,2889,26897,1,No,11,3,3,2,2,2,3,2,2,2,1,963.0,8.340069284064665,0.6666666666666666,0.6666666666666666,0
36,Travel_Rarely,557,Sales,3,3,Medical,2024,1,Female,94,2,3,Sales Executive,4,Married,7644,12695,0,No,19,3,3,2,10,2,3,9,7,3,4,694.9090909090909,22.066974595842957,0.7,0.3,0
33,Travel_Rarely,465,Research & Development,2,2,Life Sciences,328,1,Female,39,3,1,Laboratory Technician,1,Married,2707,21509,7,No,20,4,1,0,13,3,4,9,7,1,7,193.35714285714286,7.814665127020786,0.7,0.1,1
33,Travel_Rarely,536,Sales,10,5,Marketing,1268,4,Male,82,4,3,Sales Executive,3,Divorced,8380,21708,0,Yes,14,3,4,2,10,3,3,9,8,0,8,761.8181818181819,24.191685912240185,0.8,0.0,0
29,Travel_Rarely,1401,Research & Development,6,1,Medical,1192,2,Female,54,3,1,Laboratory Technician,4,Married,3131,26342,1,No,13,3,1,1,10,5,3,10,8,0,8,284.6363636363636,9.038683602771362,0.7272727272727273,0.0,0
40,Travel_Frequently,791,Research & Development,2,2,Medical,807,3,Female,38,4,2,Healthcare Representative,2,Married,4244,9931,1,No,24,4,4,1,8,2,3,8,7,3,7,471.55555555555554,12.251732101616629,0.7777777777777778,0.3333333333333333,0
34,Travel_Rarely,810,Sales,8,2,Technical Degree,1823,2,Male,92,4,2,Sales Executive,3,Married,6799,22128,1,No,21,4,3,2,10,5,3,10,8,4,8,618.0909090909091,19.627598152424945,0.7272727272727273,0.36363636363636365,0
40,Travel_Rarely,444,Sales,2,2,Marketing,1986,2,Female,92,3,2,Sales Executive,2,Married,5677,4258,3,No,14,3,3,1,15,4,3,11,8,5,10,354.8125,16.388568129330256,0.6666666666666666,0.4166666666666667,0
52,Travel_Rarely,258,Research & Development,8,4,Other,1409,3,Female,54,3,1,Laboratory Technician,1,Married,2950,17363,9,No,13,3,3,0,12,2,1,5,4,0,4,226.92307692307693,8.516166281755197,0.6666666666666666,0.0,0
31,Travel_Rarely,471,Research & Development,4,3,Medical,1916,1,Female,62,4,1,Laboratory Technician,3,Divorced,3978,16031,8,No,12,3,2,1,4,0,2,2,2,2,2,795.6,11.483833718244805,0.6666666666666666,0.6666666666666666,0
50,Travel_Frequently,878,Sales,1,4,Life Sciences,2044,2,Male,94,3,2,Sales Executive,3,Divorced,6728,14255,7,No,12,3,4,2,12,3,3,6,3,0,1,517.5384615384615,19.422632794457275,0.42857142857142855,0.0,1
45,Travel_Rarely,192,Research & Development,10,2,Life Sciences,544,1,Male,69,3,1,Research Scientist,4,Married,2654,9655,3,No,21,4,4,2,8,3,2,2,2,0,2,294.8888888888889,7.661662817551964,0.6666666666666666,0.0,0
21,Travel_Rarely,1427,Research & Development,18,1,Other,923,4,Female,65,3,1,Research Scientist,4,Single,2693,8870,1,No,19,3,1,0,1,3,2,1,0,0,0,1346.5,7.774249422632795,0.0,0.0,1
31,Travel_Rarely,192,Research & Development,2,4,Life Sciences,426,3,Male,32,3,1,Research Scientist,4,Divorced,2695,7747,0,Yes,18,3,2,1,3,2,1,2,2,2,2,673.75,7.7800230946882225,0.6666666666666666,0.6666666666666666,0
34,Travel_Rarely,121,Research & Development,2,4,Medical,804,3,Female,86,2,1,Research Scientist,1,Single,4381,7530,1,No,11,3,3,0,6,3,3,6,5,1,3,625.8571428571429,12.647228637413395,0.7142857142857143,0.14285714285714285,0
29,Travel_Frequently,574,Research & Development,20,1,Medical,1852,4,Male,40,3,1,Laboratory Technician,4,Married,3812,7003,1,No,13,3,2,0,11,3,4,11,8,3,10,317.6666666666667,11.004618937644343,0.6666666666666666,0.25,0
34,Travel_Rarely,511,Sales,3,2,Life Sciences,1779,4,Female,32,1,2,Sales Executive,4,Single,6029,25353,5,No,12,3,1,0,6,3,3,2,2,2,2,861.2857142857143,17.404734411085453,0.6666666666666666,0.6666666666666666,0
22,Travel_Frequently,1368,Research & Development,4,1,Technical Degree,593,3,Male,99,2,1,Laboratory Technician,3,Single,3894,9129,5,No,16,3,3,0,4,3,3,2,2,1,2,778.8,11.24133949191686,0.6666666666666666,0.3333333333333333,1
42,Non-Travel,926,Research & Development,21,2,Medical,270,3,Female,36,3,2,Manufacturing Director,3,Divorced,5265,16439,2,No,16,3,2,1,11,5,3,5,3,0,2,438.75,15.199191685912242,0.5,0.0,0
56,Travel_Rarely,310,Research & Development,7,2,Technical Degree,2032,4,Male,72,3,1,Laboratory Technician,3,Married,2339,3666,8,No,11,3,4,1,14,4,1,10,9,9,8,155.93333333333334,6.752309468822172,0.8181818181818182,0.8181818181818182,1
29,Travel_Rarely,408,Research & Development,25,5,Technical Degree,565,3,Female,71,2,1,Research Scientist,2,Married,2546,18300,5,No,16,3,2,0,6,2,4,2,2,1,1,363.7142857142857,7.349884526558892,0.6666666666666666,0.3333333333333333,1
38,Travel_Rarely,201,Research & Development,10,3,Medical,2015,2,Female,99,1,3,Research Director,3,Married,13206,3376,3,No,12,3,1,1,20,3,3,18,16,1,11,628.8571428571429,38.12355658198614,0.8421052631578947,0.05263157894736842,0
35,Travel_Rarely,950,Research & Development,7,3,Other,845,3,Male,59,3,3,Manufacturing Director,3,Single,10221,18869,3,No,21,4,2,0,17,3,4,8,5,1,6,567.8333333333334,29.506351039260974,0.5555555555555556,0.1111111111111111,0
40,Travel_Frequently,902,Research & Development,26,2,Medical,1180,3,Female,92,2,2,Research Scientist,4,Married,4422,21203,3,Yes,13,3,4,1,16,3,1,1,1,0,0,260.11764705882354,12.765588914549655,0.5,0.0,0
55,Non-Travel,444,Research & Development,2,1,Medical,1074,3,Male,40,2,4,Manager,1,Single,16756,17323,7,No,15,3,2,0,31,3,4,9,7,6,2,523.625,48.37182448036952,0.7,0.6,0
48,Travel_Rarely,1236,Research & Development,1,4,Life Sciences,664,4,Female,40,2,4,Manager,1,Married,15402,17997,7,No,11,3,1,1,21,3,1,3,2,0,2,700.0909090909091,44.46304849884527,0.5,0.0,0
19,Travel_Rarely,1181,Research & Development,3,1,Medical,201,2,Female,79,3,1,Laboratory Technician,2,Single,1483,16102,1,No,14,3,4,0,1,3,3,1,0,0,0,741.5,4.281177829099307,0.0,0.0,0
29,Travel_Frequently,461,Research & Development,1,3,Life Sciences,1753,4,Male,70,4,2,Healthcare Representative,3,Single,6294,23060,8,Yes,12,3,4,0,10,5,4,3,2,0,2,572.1818181818181,18.169745958429562,0.5,0.0,0
53,Travel_Rarely,1084,Research & Development,13,2,Medical,250,4,Female,57,4,2,Manufacturing Director,1,Divorced,4450,26250,1,No,11,3,3,2,5,3,3,4,2,1,3,741.6666666666666,12.846420323325637,0.4,0.2,0
49,Travel_Rarely,1091,Research & Development,1,2,Technical Degree,431,3,Female,90,2,4,Healthcare Representative,3,Single,13964,17810,7,Yes,12,3,4,0,25,2,3,7,1,0,7,537.0769230769231,40.311778290993075,0.125,0.0,0
28,Travel_Rarely,890,Research & Development,2,4,Medical,828,3,Male,46,3,1,Research Scientist,3,Single,4382,16374,6,No,17,3,4,0,5,3,2,2,2,2,1,730.3333333333334,12.65011547344111,0.6666666666666666,0.6666666666666666,1
36,Travel_Rarely,1299,Research & Development,27,3,Medical,13,3,Male,94,3,2,Healthcare Representative,3,Married,5237,16577,6,No,13,3,2,2,17,3,2,7,7,7,7,290.94444444444446,15.11836027713626,0.875,0.875,0
42,Travel_Rarely,916,Research & Development,17,2,Life Sciences,347,4,Female,82,4,2,Research Scientist,1,Single,6545,23016,3,Yes,13,3,3,0,10,1,3,3,2,0,2,595.0,18.894341801385682,0.5,0.0,0
29,Travel_Rarely,408,Sales,23,1,Life Sciences,1165,4,Female,45,2,3,Sales Executive,1,Married,7336,11162,1,No,13,3,1,1,11,3,1,11,8,3,10,611.3333333333334,21.17782909930716,0.6666666666666666,0.25,1
38,Travel_Frequently,653,Research & Development,29,5,Life Sciences,79,4,Female,50,3,2,Laboratory Technician,4,Single,2406,5456,1,No,11,3,4,0,10,2,3,10,3,9,9,218.72727272727272,6.9457274826789845,0.2727272727272727,0.8181818181818182,0
34,Travel_Rarely,470,Research & Development,2,4,Life Sciences,339,4,Male,84,2,2,Manufacturing Director,1,Married,5957,23687,6,No,13,3,2,1,13,3,3,11,9,5,9,425.5,17.19688221709007,0.75,0.4166666666666667,0
30,Travel_Rarely,153,Research & Development,8,2,Life Sciences,1015,2,Female,73,4,3,Research Director,1,Married,11416,17802,0,Yes,12,3,3,3,9,4,2,8,7,1,7,1141.6,32.956120092378754,0.7777777777777778,0.1111111111111111,0
29,Travel_Rarely,428,Sales,9,3,Marketing,1752,2,Female,52,1,1,Sales Representative,2,Single,2760,14630,1,No,13,3,3,0,2,3,3,2,2,2,2,920.0,7.967667436489608,0.6666666666666666,0.6666666666666666,1
59,Travel_Frequently,1225,Sales,1,1,Life Sciences,91,1,Female,57,2,2,Sales Executive,3,Single,5473,24668,7,No,11,3,4,0,20,2,2,4,3,1,3,260.6190476190476,15.799653579676676,0.6,0.2,0
36,Travel_Frequently,541,Sales,3,4,Medical,481,1,Male,48,2,3,Sales Executive,4,Married,9699,7246,4,No,11,3,1,1,16,2,3,13,9,1,12,570.5294117647059,27.99942263279446,0.6428571428571429,0.07142857142857142,0
43,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,1666,3,Male,65,2,4,Research Director,3,Married,17603,3525,1,No,24,4,1,1,14,3,3,14,10,6,11,1173.5333333333333,50.81697459584296,0.6666666666666666,0.4,0
55,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1694,1,Male,94,2,1,Research Scientist,2,Divorced,3537,23737,5,No,12,3,4,1,8,1,3,4,2,1,2,393.0,10.210739030023095,0.4,0.2,0
31,Travel_Frequently,874,Research & Development,15,3,Medical,1160,3,Male,72,3,1,Laboratory Technician,3,Married,2610,6233,1,No,12,3,3,1,2,5,2,2,2,2,2,870.0,7.534642032332564,0.6666666666666666,0.6666666666666666,1
25,Travel_Rarely,949,Research & Development,1,3,Technical Degree,1415,1,Male,81,3,1,Laboratory Technician,4,Married,3229,4910,4,No,11,3,2,1,7,2,2,3,2,0,2,403.625,9.321593533487299,0.5,0.0,0
35,Travel_Frequently,130,Research & Development,25,4,Life Sciences,881,4,Female,96,3,1,Research Scientist,2,Divorced,2022,16612,1,Yes,19,3,1,1,10,3,2,10,2,7,8,183.8181818181818,5.837182448036952,0.18181818181818182,0.6363636363636364,1
46,Travel_Rarely,566,Research & Development,7,2,Medical,1007,4,Male,75,3,3,Manufacturing Director,3,Divorced,10845,24208,6,No,13,3,2,1,13,3,3,8,7,0,7,774.6428571428571,31.307736720554274,0.7777777777777778,0.0,0
39,Travel_Rarely,524,Research & Development,18,2,Life Sciences,1322,1,Male,32,3,2,Manufacturing Director,3,Single,4534,13352,0,No,11,3,1,0,9,6,3,8,7,1,7,453.4,13.08891454965358,0.7777777777777778,0.1111111111111111,0
28,Non-Travel,280,Human Resources,1,2,Life Sciences,1858,3,Male,43,3,1,Human Resources,4,Divorced,2706,10494,1,No,15,3,2,1,3,2,3,3,2,2,2,676.5,7.811778290993072,0.5,0.5,0
41,Travel_Rarely,1085,Research & Development,2,4,Life Sciences,927,2,Female,57,1,1,Laboratory Technician,4,Divorced,2778,17725,4,Yes,13,3,3,1,10,1,2,7,7,1,0,252.54545454545453,8.019630484988452,0.875,0.125,1
39,Travel_Rarely,1132,Research & Development,1,3,Medical,417,3,Male,48,4,3,Healthcare Representative,4,Divorced,9613,10942,0,No,17,3,1,3,19,5,2,18,10,3,7,480.65,27.751154734411088,0.5263157894736842,0.15789473684210525,0
27,Travel_Rarely,894,Research & Development,9,3,Medical,260,4,Female,99,3,1,Research Scientist,2,Single,2279,11781,1,No,16,3,4,0,7,2,2,7,7,0,3,284.875,6.579099307159354,0.875,0.0,0
23,Travel_Rarely,310,Research & Development,10,1,Medical,784,1,Male,79,4,1,Research Scientist,3,Single,3505,19630,1,No,18,3,4,0,2,3,3,2,2,0,2,1168.3333333333333,10.11836027713626,0.6666666666666666,0.0,0
50,Travel_Rarely,410,Sales,28,3,Marketing,2055,4,Male,39,2,3,Sales Executive,1,Divorced,10854,16586,4,Yes,13,3,2,1,20,3,3,3,2,2,0,516.8571428571429,31.3337182448037,0.5,0.5,1
28,Travel_Rarely,1423,Research & Development,1,3,Life Sciences,1506,1,Male,72,2,1,Research Scientist,3,Divorced,1563,12530,1,No,14,3,4,1,1,2,1,1,0,0,0,781.5,4.512124711316398,0.0,0.0,0
31,Travel_Rarely,525,Sales,6,4,Medical,653,1,Male,66,4,2,Sales Executive,4,Divorced,5460,6219,4,No,22,4,4,2,13,4,4,7,7,5,7,390.0,15.762124711316398,0.875,0.625,0
40,Travel_Rarely,616,Research & Development,2,2,Life Sciences,1802,3,Female,99,3,1,Laboratory Technician,1,Married,3377,25605,4,No,17,3,4,1,7,5,2,4,3,0,2,422.125,9.748845265588916,0.6,0.0,0
39,Travel_Rarely,466,Research & Development,1,1,Life Sciences,1026,4,Female,65,2,4,Manufacturing Director,4,Married,12742,7060,1,No,16,3,3,1,21,3,3,21,6,11,8,579.1818181818181,36.784064665127026,0.2727272727272727,0.5,0
41,Travel_Frequently,1200,Research & Development,22,3,Life Sciences,1392,4,Female,75,3,2,Research Scientist,4,Divorced,5467,13953,3,Yes,14,3,1,2,12,4,2,6,2,3,3,420.53846153846155,15.782332563510394,0.2857142857142857,0.42857142857142855,0
41,Travel_Rarely,465,Research & Development,14,3,Life Sciences,227,1,Male,56,3,1,Research Scientist,3,Divorced,2451,4609,4,No,12,3,1,1,13,2,3,9,8,1,8,175.07142857142858,7.075635103926097,0.8,0.1,0
31,Travel_Frequently,307,Research & Development,29,2,Medical,355,3,Male,71,2,1,Laboratory Technician,2,Single,3479,11652,0,No,11,3,2,0,6,2,4,5,4,1,4,497.0,10.043302540415706,0.6666666666666666,0.16666666666666666,1
42,Travel_Rarely,201,Research & Development,1,4,Life Sciences,517,2,Female,95,3,1,Laboratory Technician,1,Divorced,2576,20490,3,No,16,3,2,1,8,5,3,5,2,1,2,286.22222222222223,7.436489607390301,0.3333333333333333,0.16666666666666666,0
37,Travel_Frequently,889,Research & Development,9,3,Medical,403,2,Male,53,3,1,Research Scientist,4,Married,2326,11411,1,Yes,12,3,3,3,4,3,2,4,2,1,2,465.2,6.714780600461895,0.4,0.2,0
42,Travel_Rarely,1396,Research & Development,6,3,Medical,1911,3,Male,83,3,3,Research Director,1,Married,13348,14842,9,No,13,3,2,1,18,3,4,13,7,5,7,702.5263157894736,38.53348729792148,0.5,0.35714285714285715,0
30,Non-Travel,829,Research & Development,1,1,Life Sciences,292,3,Male,88,2,3,Manufacturing Director,3,Single,8474,20925,1,No,22,4,3,0,12,2,3,11,8,5,8,651.8461538461538,24.463048498845268,0.6666666666666666,0.4166666666666667,0
